"","latitude","longitude","category","hours","crashyn"
"436",-37.82171,147.6251,"No Serious Injury","23:39:00","Crash"
"437",-37.51491,144.2158,"Serious","01:40:00","Crash"
"438",-37.53673,144.4724,"Serious","05:15:00","Crash"
"439",-37.28251,144.4927,"No Serious Injury","22:05:00","Crash"
"440",-38.1195,144.3333,"Serious","23:35:00","Crash"
"441",-36.37355,146.2892,"No Serious Injury","23:50:00","Crash"
"442",-38.6926,143.3627,"Serious","22:45:00","Crash"
"443",-36.41422,145.398,"No Serious Injury","03:47:00","Crash"
"444",-37.31642,141.0326,"No Serious Injury","00:40:00","Crash"
"445",-38.10449,144.3191,"Serious","22:10:00","Crash"
"446",-36.74138,145.5648,"No Serious Injury","01:10:00","Crash"
"447",-36.14354,146.6405,"Serious","01:00:00","Crash"
"448",-36.95079,143.7384,"Serious","04:00:00","Crash"
"449",-37.42116,144.1155,"No Serious Injury","22:30:00","Crash"
"450",-36.25485,146.858,"Serious","06:00:00","Crash"
"451",-37.8134,147.6846,"Serious","23:59:00","Crash"
"452",-35.73762,143.9231,"Serious","00:00:00","Crash"
"453",-35.66713,143.037,"Serious","05:30:00","Crash"
"454",-37.64508,143.866,"Serious","01:30:00","Crash"
"455",-37.66217,144.4151,"Serious","22:30:00","Crash"
"456",-38.19652,146.2457,"Serious","01:01:00","Crash"
"457",-36.2442,146.4312,"Fatal","00:05:00","Crash"
"458",-37.37974,144.5504,"Serious","05:30:00","Crash"
"459",-38.06717,144.379,"Serious","03:42:00","Crash"
"460",-36.08069,146.7624,"No Serious Injury","22:30:00","Crash"
"461",-38.36148,142.4981,"No Serious Injury","23:35:00","Crash"
"462",-38.38456,142.4804,"No Serious Injury","00:30:00","Crash"
"463",-36.52488,146.6741,"Serious","01:00:00","Crash"
"464",-38.08279,141.6701,"Serious","04:45:00","Crash"
"465",-38.27667,146.0394,"Serious","01:55:00","Crash"
"466",-38.23828,146.4505,"No Serious Injury","22:15:00","Crash"
"467",-38.66693,146.1707,"No Serious Injury","01:05:00","Crash"
"468",-38.07863,144.3377,"No Serious Injury","05:15:00","Crash"
"469",-38.13299,145.8535,"No Serious Injury","22:00:00","Crash"
"470",-37.46526,144.6734,"Serious","23:25:00","Crash"
"471",-36.51975,145.376,"Fatal","00:53:00","Crash"
"472",-36.3977,145.4017,"No Serious Injury","05:20:00","Crash"
"473",-38.18057,144.4628,"No Serious Injury","01:15:00","Crash"
"474",-36.63824,143.7045,"No Serious Injury","22:00:00","Crash"
"475",-38.12765,144.3523,"Serious","00:27:00","Crash"
"476",-38.39001,142.2334,"No Serious Injury","03:45:00","Crash"
"477",-38.29521,144.389,"Serious","23:45:00","Crash"
"478",-37.98737,142.8649,"Serious","00:30:00","Crash"
"479",-36.10594,146.8959,"Serious","02:35:00","Crash"
"480",-38.20579,146.3085,"Serious","03:15:00","Crash"
"481",-36.26495,145.3615,"Serious","05:30:00","Crash"
"482",-38.19462,146.5334,"No Serious Injury","02:00:00","Crash"
"483",-37.58538,143.8409,"No Serious Injury","22:20:00","Crash"
"484",-36.71784,142.1997,"No Serious Injury","22:00:00","Crash"
"485",-37.3804,144.3443,"No Serious Injury","05:40:00","Crash"
"486",-36.17843,141.3134,"No Serious Injury","03:00:00","Crash"
"487",-37.02329,145.158,"Fatal","02:00:00","Crash"
"488",-36.36703,145.4179,"Serious","03:55:00","Crash"
"489",-37.62098,143.7992,"No Serious Injury","22:05:00","Crash"
"490",-36.58009,145.3381,"No Serious Injury","23:30:00","Crash"
"491",-37.54356,142.7247,"Serious","05:30:00","Crash"
"492",-38.21044,144.3397,"Serious","05:45:00","Crash"
"493",-38.33597,143.5609,"Serious","00:12:00","Crash"
"494",-36.67737,143.876,"Serious","23:45:00","Crash"
"495",-38.61691,146.4028,"Serious","02:30:00","Crash"
"496",-37.66382,144.442,"No Serious Injury","04:15:00","Crash"
"497",-38.1262,144.3404,"Serious","03:30:00","Crash"
"498",-37.58206,143.8389,"No Serious Injury","23:10:00","Crash"
"499",-36.37208,146.2718,"No Serious Injury","04:29:00","Crash"
"500",-36.76667,144.3065,"No Serious Injury","02:00:00","Crash"
"501",-37.58339,143.8755,"No Serious Injury","22:30:00","Crash"
"502",-38.17126,144.3479,"No Serious Injury","22:05:00","Crash"
"503",-38.52903,145.9518,"Fatal","05:15:00","Crash"
"504",-38.19231,146.5265,"No Serious Injury","22:30:00","Crash"
"505",-36.21073,145.1036,"Fatal","22:30:00","Crash"
"506",-38.57665,145.6931,"No Serious Injury","22:40:00","Crash"
"507",-38.52687,143.0504,"Serious","22:15:00","Crash"
"508",-35.47187,143.2647,"No Serious Injury","22:14:00","Crash"
"509",-38.13941,144.3185,"Serious","02:00:00","Crash"
"510",-36.85388,144.1698,"No Serious Injury","05:20:00","Crash"
"511",-36.19752,144.9482,"No Serious Injury","04:55:00","Crash"
"512",-38.36916,146.1025,"No Serious Injury","06:00:00","Crash"
"513",-38.57985,145.6318,"No Serious Injury","01:30:00","Crash"
"514",-35.39732,143.3402,"Serious","23:44:00","Crash"
"515",-38.33803,143.9687,"No Serious Injury","03:40:00","Crash"
"516",-38.13359,144.3341,"Serious","22:00:00","Crash"
"517",-35.95887,145.6922,"Serious","04:48:00","Crash"
"518",-37.82186,147.6041,"No Serious Injury","23:40:00","Crash"
"519",-35.99931,145.4145,"No Serious Injury","23:20:00","Crash"
"520",-36.79398,144.2898,"No Serious Injury","22:00:00","Crash"
"521",-37.43891,144.824,"No Serious Injury","23:00:00","Crash"
"522",-38.02715,146.888,"No Serious Injury","23:30:00","Crash"
"523",-38.31568,142.3989,"No Serious Injury","23:50:00","Crash"
"524",-37.5328,143.8416,"Serious","23:45:00","Crash"
"525",-36.80921,144.2914,"No Serious Injury","01:00:00","Crash"
"526",-36.39052,141.5052,"No Serious Injury","23:50:00","Crash"
"527",-38.44599,145.85,"Serious","22:54:00","Crash"
"528",-36.75729,144.2919,"No Serious Injury","22:15:00","Crash"
"529",-38.17831,146.0228,"Serious","04:05:00","Crash"
"530",-36.98326,145.7017,"Serious","23:50:00","Crash"
"531",-38.10194,147.0966,"Serious","22:48:00","Crash"
"532",-36.3742,146.2883,"No Serious Injury","03:05:00","Crash"
"533",-36.34894,144.7101,"No Serious Injury","22:15:00","Crash"
"534",-36.95223,145.1062,"Serious","02:30:00","Crash"
"535",-36.38617,145.9791,"No Serious Injury","00:30:00","Crash"
"536",-36.10764,146.9028,"No Serious Injury","05:53:00","Crash"
"537",-37.82191,147.8574,"Serious","23:45:00","Crash"
"538",-37.56798,143.8537,"Serious","23:00:00","Crash"
"539",-37.21971,145.0477,"No Serious Injury","23:00:00","Crash"
"540",-38.37268,142.4838,"No Serious Injury","02:00:00","Crash"
"541",-37.37531,143.2049,"Fatal","22:40:00","Crash"
"542",-36.77859,144.4634,"Serious","05:20:00","Crash"
"543",-37.87696,148.0035,"No Serious Injury","02:00:00","Crash"
"544",-38.35219,142.4617,"Serious","05:05:00","Crash"
"545",-36.47334,145.2228,"No Serious Injury","00:30:00","Crash"
"546",-35.47245,143.6707,"Fatal","02:05:00","Crash"
"547",-35.92421,145.4806,"No Serious Injury","02:00:00","Crash"
"548",-37.8798,147.6268,"No Serious Injury","01:35:00","Crash"
"549",-36.05324,145.2331,"Fatal","00:15:00","Crash"
"550",-37.5408,144.6151,"No Serious Injury","04:40:00","Crash"
"551",-38.32295,144.3244,"No Serious Injury","23:00:00","Crash"
"552",-37.55244,144.0111,"Serious","23:30:00","Crash"
"553",-38.09147,144.3567,"Serious","06:00:00","Crash"
"554",-36.90513,144.132,"No Serious Injury","02:00:00","Crash"
"555",-38.13196,147.4218,"No Serious Injury","05:20:00","Crash"
"556",-37.90049,143.7174,"Serious","22:30:00","Crash"
"557",-37.41729,144.9872,"No Serious Injury","01:00:00","Crash"
"558",-36.66398,147.7917,"Fatal","06:00:00","Crash"
"559",-38.51796,145.959,"Serious","23:18:00","Crash"
"560",-38.60284,142.9139,"Serious","23:20:00","Crash"
"561",-35.18678,143.3467,"Serious","01:25:00","Crash"
"562",-37.3935,144.9771,"No Serious Injury","22:00:00","Crash"
"563",-36.45873,145.3886,"No Serious Injury","22:37:00","Crash"
"564",-38.08618,144.3609,"Serious","22:46:00","Crash"
"565",-38.31221,142.7624,"No Serious Injury","23:30:00","Crash"
"566",-38.40266,142.4753,"Serious","23:40:00","Crash"
"567",-37.47412,144.9662,"No Serious Injury","00:10:00","Crash"
"568",-38.59065,145.5877,"No Serious Injury","22:40:00","Crash"
"569",-36.10822,146.8516,"Serious","06:00:00","Crash"
"570",-37.65029,143.884,"Serious","00:15:00","Crash"
"571",-36.98002,144.7705,"No Serious Injury","23:00:00","Crash"
"572",-37.39278,143.6918,"No Serious Injury","23:28:00","Crash"
"573",-34.1751,142.0941,"No Serious Injury","22:00:00","Crash"
"574",-38.06587,147.0566,"No Serious Injury","00:10:00","Crash"
"575",-36.76924,144.2957,"Serious","23:25:00","Crash"
"576",-38.62997,143.889,"Serious","01:00:00","Crash"
"577",-37.75316,144.4431,"Serious","05:25:00","Crash"
"578",-38.16314,146.7634,"No Serious Injury","23:33:00","Crash"
"579",-36.01028,146.6108,"Fatal","04:50:00","Crash"
"580",-34.41734,142.2973,"No Serious Injury","23:51:00","Crash"
"581",-38.69395,145.8044,"No Serious Injury","23:50:00","Crash"
"582",-38.32802,146.5749,"No Serious Injury","23:30:00","Crash"
"583",-37.34577,144.6068,"No Serious Injury","22:25:00","Crash"
"584",-38.37253,142.4622,"No Serious Injury","23:30:00","Crash"
"585",-34.58627,142.2223,"No Serious Injury","00:35:00","Crash"
"586",-37.81166,147.6326,"No Serious Injury","06:00:00","Crash"
"587",-38.1798,144.3266,"Serious","04:00:00","Crash"
"588",-38.09301,144.3479,"Serious","23:35:00","Crash"
"589",-34.39829,141.3742,"No Serious Injury","01:20:00","Crash"
"590",-37.00598,145.1473,"Serious","05:00:00","Crash"
"591",-37.58031,143.8272,"Fatal","01:05:00","Crash"
"592",-37.35614,144.186,"No Serious Injury","22:50:00","Crash"
"593",-37.92108,147.275,"No Serious Injury","00:56:00","Crash"
"594",-34.48259,142.3625,"Fatal","03:15:00","Crash"
"595",-38.16431,144.5056,"Serious","23:28:00","Crash"
"596",-36.82613,144.7115,"No Serious Injury","00:03:00","Crash"
"597",-38.44878,145.9156,"No Serious Injury","22:00:00","Crash"
"598",-34.20084,142.1537,"No Serious Injury","03:05:00","Crash"
"599",-34.2396,142.1757,"Serious","22:20:00","Crash"
"600",-34.18961,142.1575,"No Serious Injury","02:25:00","Crash"
"601",-36.75839,144.2681,"No Serious Injury","00:20:00","Crash"
"602",-38.48811,142.9842,"No Serious Injury","23:30:00","Crash"
"603",-38.5829,146.0033,"No Serious Injury","22:00:00","Crash"
"604",-37.56451,143.8558,"No Serious Injury","01:40:00","Crash"
"605",-37.42872,143.847,"No Serious Injury","23:40:00","Crash"
"606",-36.66162,144.6589,"No Serious Injury","04:00:00","Crash"
"607",-37.33298,143.0911,"No Serious Injury","22:00:00","Crash"
"608",-37.87507,142.296,"Serious","22:00:00","Crash"
"609",-38.31324,142.3781,"No Serious Injury","02:50:00","Crash"
"610",-37.67219,144.1399,"Serious","22:00:00","Crash"
"611",-36.24481,147.0814,"No Serious Injury","23:30:00","Crash"
"612",-37.60847,144.2925,"No Serious Injury","23:37:00","Crash"
"613",-38.50739,145.7225,"Serious","05:40:00","Crash"
"614",-36.04924,146.5459,"No Serious Injury","22:30:00","Crash"
"615",-35.92533,145.6319,"No Serious Injury","05:15:00","Crash"
"616",-37.02408,145.1381,"No Serious Injury","01:30:00","Crash"
"617",-36.72613,144.309,"No Serious Injury","22:10:00","Crash"
"618",-38.09361,144.3512,"Serious","03:30:00","Crash"
"619",-38.3887,145.5453,"No Serious Injury","00:40:00","Crash"
"620",-36.77335,144.2675,"Serious","04:05:00","Crash"
"621",-37.78761,147.5704,"No Serious Injury","01:50:00","Crash"
"622",-35.81116,144.2058,"Serious","23:30:00","Crash"
"623",-36.76598,144.2886,"No Serious Injury","22:56:00","Crash"
"624",-36.6057,145.0826,"No Serious Injury","02:30:00","Crash"
"625",-37.44448,144.6998,"Serious","01:15:00","Crash"
"626",-37.23595,143.4036,"Serious","22:00:00","Crash"
"627",-38.17073,144.2751,"No Serious Injury","05:20:00","Crash"
"628",-38.16732,144.4225,"Serious","22:35:00","Crash"
"629",-38.63728,145.6027,"Serious","02:10:00","Crash"
"630",-38.38753,146.0205,"Serious","05:00:00","Crash"
"631",-36.76423,144.2745,"No Serious Injury","22:45:00","Crash"
"632",-36.84776,145.3427,"Serious","03:15:00","Crash"
"633",-38.2431,144.1671,"No Serious Injury","00:30:00","Crash"
"634",-38.22907,146.4129,"Serious","23:50:00","Crash"
"635",-38.02109,144.4418,"No Serious Injury","05:30:00","Crash"
"636",-38.11228,141.4582,"No Serious Injury","01:45:00","Crash"
"637",-38.3711,143.5913,"No Serious Injury","03:50:00","Crash"
"638",-36.21905,146.2491,"No Serious Injury","05:30:00","Crash"
"639",-36.33159,146.3797,"No Serious Injury","00:20:00","Crash"
"640",-36.44085,144.8862,"No Serious Injury","00:00:00","Crash"
"641",-37.78959,144.4206,"Serious","22:45:00","Crash"
"642",-38.44021,146.3124,"Fatal","23:00:00","Crash"
"643",-37.47328,143.6587,"Fatal","00:12:00","Crash"
"644",-37.94588,143.2678,"Serious","05:00:00","Crash"
"645",-36.35057,145.0677,"Serious","06:00:00","Crash"
"646",-36.38249,145.462,"No Serious Injury","04:15:00","Crash"
"647",-38.44987,145.8445,"No Serious Injury","05:45:00","Crash"
"648",-37.04448,142.5814,"No Serious Injury","22:00:00","Crash"
"649",-37.14056,145.265,"Serious","04:15:00","Crash"
"650",-36.58373,144.2357,"Serious","23:20:00","Crash"
"651",-36.38292,145.4129,"Serious","01:00:00","Crash"
"652",-38.09484,144.3536,"Serious","22:35:00","Crash"
"653",-36.81103,144.1703,"No Serious Injury","04:15:00","Crash"
"654",-37.58153,143.8081,"No Serious Injury","23:50:00","Crash"
"655",-37.69457,148.7269,"No Serious Injury","01:40:00","Crash"
"656",-35.0025,143.2962,"No Serious Injury","23:00:00","Crash"
"657",-37.53291,143.8234,"No Serious Injury","23:30:00","Crash"
"658",-36.39289,145.4468,"Serious","23:00:00","Crash"
"659",-34.81062,142.8146,"No Serious Injury","22:00:00","Crash"
"660",-38.31092,143.6668,"No Serious Injury","22:45:00","Crash"
"661",-38.05995,146.6262,"Serious","05:00:00","Crash"
"662",-36.29163,146.8762,"No Serious Injury","00:30:00","Crash"
"663",-37.09189,143.7929,"Serious","22:10:00","Crash"
"664",-38.09147,144.3567,"Serious","06:00:00","Crash"
"665",-36.45489,146.9979,"No Serious Injury","01:50:00","Crash"
"666",-37.48164,144.9701,"No Serious Injury","23:20:00","Crash"
"667",-37.04793,146.0596,"Serious","03:00:00","Crash"
"668",-37.28213,141.4098,"Serious","23:30:00","Crash"
"669",-38.13869,146.4897,"Fatal","05:20:00","Crash"
"670",-38.07092,144.3667,"Serious","00:20:00","Crash"
"671",-38.1484,144.3602,"Serious","05:00:00","Crash"
"672",-35.84583,144.2284,"Serious","01:25:00","Crash"
"673",-38.35213,142.4666,"Serious","05:00:00","Crash"
"674",-38.38543,142.4822,"No Serious Injury","01:40:00","Crash"
"675",-37.85089,147.6058,"No Serious Injury","02:35:00","Crash"
"676",-37.146,144.9548,"Serious","23:00:00","Crash"
"677",-38.14539,144.3355,"No Serious Injury","22:30:00","Crash"
"678",-36.09653,145.2169,"Serious","23:45:00","Crash"
"679",-37.60212,143.8496,"Serious","00:00:00","Crash"
"680",-37.51931,144.6233,"No Serious Injury","06:00:00","Crash"
"681",-38.12253,144.2193,"No Serious Injury","23:30:00","Crash"
"682",-37.92408,146.8834,"Serious","02:45:00","Crash"
"683",-37.67823,144.4349,"No Serious Injury","04:55:00","Crash"
"684",-37.55627,143.8601,"No Serious Injury","00:23:00","Crash"
"685",-38.20432,146.4553,"No Serious Injury","02:48:00","Crash"
"686",-38.30233,145.7118,"Serious","01:40:00","Crash"
"687",-34.17097,142.0584,"Serious","01:20:00","Crash"
"688",-36.80055,144.3034,"No Serious Injury","22:10:00","Crash"
"689",-34.26255,142.207,"No Serious Injury","23:30:00","Crash"
"690",-38.07537,144.3688,"Serious","01:04:00","Crash"
"691",-37.36845,144.2814,"No Serious Injury","06:00:00","Crash"
"692",-37.4609,144.927,"No Serious Injury","23:00:00","Crash"
"693",-37.31892,143.7414,"No Serious Injury","00:00:00","Crash"
"694",-38.20842,146.1503,"No Serious Injury","04:15:00","Crash"
"695",-37.42491,144.1154,"No Serious Injury","03:44:00","Crash"
"696",-38.3002,145.6394,"Serious","22:00:00","Crash"
"697",-37.05762,143.6768,"No Serious Injury","00:10:00","Crash"
"698",-38.37335,142.4614,"No Serious Injury","05:17:00","Crash"
"699",-36.35288,145.4619,"Fatal","23:45:00","Crash"
"700",-36.22813,146.4421,"No Serious Injury","05:24:00","Crash"
"701",-38.45906,142.8515,"No Serious Injury","06:00:00","Crash"
"702",-37.21264,145.0938,"Serious","05:10:00","Crash"
"703",-37.63462,143.7544,"Serious","03:20:00","Crash"
"704",-37.63613,144.3621,"Serious","04:29:00","Crash"
"705",-38.07546,144.3687,"No Serious Injury","05:30:00","Crash"
"706",-36.42808,146.2602,"No Serious Injury","04:05:00","Crash"
"707",-38.16742,144.6468,"Serious","05:20:00","Crash"
"708",-36.64973,142.1451,"No Serious Injury","05:10:00","Crash"
"709",-38.1923,146.527,"Serious","00:01:00","Crash"
"710",-38.10282,145.767,"Serious","00:44:00","Crash"
"711",-38.16381,145.9315,"No Serious Injury","04:00:00","Crash"
"712",-36.43474,146.87,"Serious","04:30:00","Crash"
"713",-34.276,141.5024,"No Serious Injury","05:15:00","Crash"
"714",-36.73958,144.2986,"No Serious Injury","22:00:00","Crash"
"715",-36.39189,144.1402,"Serious","01:30:00","Crash"
"716",-36.95602,144.4892,"Serious","02:25:00","Crash"
"717",-38.11164,145.9257,"Serious","23:50:00","Crash"
"718",-36.27638,145.3864,"Serious","05:50:00","Crash"
"719",-38.4461,145.8294,"No Serious Injury","22:00:00","Crash"
"720",-38.19377,144.4811,"Fatal","23:15:00","Crash"
"721",-37.05529,144.3726,"Serious","23:45:00","Crash"
"722",-36.92635,144.7104,"Serious","22:40:00","Crash"
"723",-38.15556,144.3654,"No Serious Injury","22:12:00","Crash"
"724",-36.11756,146.8625,"No Serious Injury","22:30:00","Crash"
"725",-36.98376,145.1383,"No Serious Injury","03:25:00","Crash"
"726",-37.30368,142.7499,"Serious","23:30:00","Crash"
"727",-36.37986,145.4096,"Serious","01:40:00","Crash"
"728",-37.1884,143.7064,"Serious","00:50:00","Crash"
"729",-36.6322,145.2944,"Fatal","22:10:00","Crash"
"730",-36.61743,146.1276,"No Serious Injury","01:32:00","Crash"
"731",-38.01362,143.9874,"Serious","01:00:00","Crash"
"732",-38.23453,146.4076,"No Serious Injury","22:30:00","Crash"
"733",-38.49773,144.009,"No Serious Injury","23:00:00","Crash"
"734",-37.55894,143.9182,"Serious","05:15:00","Crash"
"735",-38.19832,144.3422,"No Serious Injury","05:45:00","Crash"
"736",-38.07614,144.3585,"Serious","22:25:00","Crash"
"737",-37.42362,144.7344,"Serious","03:15:00","Crash"
"738",-37.46962,144.3054,"No Serious Injury","03:10:00","Crash"
"739",-36.75394,144.2611,"No Serious Injury","01:30:00","Crash"
"740",-35.6328,144.1248,"No Serious Injury","22:20:00","Crash"
"741",-37.7777,144.2425,"No Serious Injury","05:45:00","Crash"
"742",-38.45319,145.226,"No Serious Injury","00:10:00","Crash"
"743",-36.39516,141.392,"Serious","05:20:00","Crash"
"744",-36.30779,145.0339,"Serious","00:40:00","Crash"
"745",-36.75416,144.7518,"No Serious Injury","03:00:00","Crash"
"746",-37.47552,144.9733,"No Serious Injury","04:20:00","Crash"
"747",-36.1219,146.8672,"No Serious Injury","03:40:00","Crash"
"748",-36.1691,144.7658,"Serious","04:45:00","Crash"
"749",-37.86941,147.6021,"No Serious Injury","23:14:00","Crash"
"750",-38.14489,144.3474,"No Serious Injury","23:45:00","Crash"
"751",-37.3722,144.3528,"No Serious Injury","01:10:00","Crash"
"752",-38.16104,144.3519,"No Serious Injury","06:00:00","Crash"
"753",-36.12794,144.7549,"No Serious Injury","01:35:00","Crash"
"754",-38.55113,145.6927,"Serious","05:15:00","Crash"
"755",-36.84272,144.2305,"Serious","05:00:00","Crash"
"756",-36.80057,145.1506,"Serious","05:30:00","Crash"
"757",-36.88606,144.2129,"Serious","23:50:00","Crash"
"758",-38.14321,144.3588,"No Serious Injury","23:13:00","Crash"
"759",-37.20709,144.4706,"No Serious Injury","05:30:00","Crash"
"760",-36.3647,145.516,"No Serious Injury","01:20:00","Crash"
"761",-36.85131,144.155,"Serious","01:00:00","Crash"
"762",-38.45615,145.239,"Serious","02:00:00","Crash"
"763",-38.60128,146.2135,"No Serious Injury","23:30:00","Crash"
"764",-37.34357,145.0213,"Serious","23:00:00","Crash"
"765",-38.22539,141.4414,"Fatal","22:20:00","Crash"
"766",-34.67088,142.2494,"Serious","00:30:00","Crash"
"767",-36.76455,144.2482,"No Serious Injury","05:43:00","Crash"
"768",-36.48649,144.6708,"Fatal","00:10:00","Crash"
"769",-36.43254,144.651,"Fatal","00:40:00","Crash"
"770",-36.88412,142.4617,"No Serious Injury","06:00:00","Crash"
"771",-36.13328,144.7493,"Serious","00:50:00","Crash"
"772",-38.14994,144.3623,"No Serious Injury","05:57:00","Crash"
"773",-36.36917,143.9753,"Serious","22:45:00","Crash"
"774",-38.21272,146.4836,"No Serious Injury","00:15:00","Crash"
"775",-38.3828,146.1105,"Serious","23:00:00","Crash"
"776",-37.32817,144.9822,"No Serious Injury","00:00:00","Crash"
"777",-38.06874,144.3772,"No Serious Injury","06:00:00","Crash"
"778",-38.52018,145.7442,"No Serious Injury","05:54:00","Crash"
"779",-38.1734,144.3263,"Serious","04:10:00","Crash"
"780",-36.72965,144.2493,"No Serious Injury","23:23:00","Crash"
"781",-36.4762,146.1671,"Serious","23:15:00","Crash"
"782",-38.04612,144.404,"No Serious Injury","04:20:00","Crash"
"783",-37.5546,143.8591,"No Serious Injury","00:30:00","Crash"
"784",-35.91705,145.6555,"No Serious Injury","03:40:00","Crash"
"785",-36.92896,142.5346,"Serious","23:30:00","Crash"
"786",-37.8581,146.3897,"No Serious Injury","06:00:00","Crash"
"787",-34.21504,142.1463,"No Serious Injury","22:00:00","Crash"
"788",-38.26635,142.2414,"Serious","22:00:00","Crash"
"789",-36.6835,144.3696,"Serious","04:00:00","Crash"
"790",-37.81396,141.5924,"Serious","23:45:00","Crash"
"791",-36.10948,146.8996,"Serious","05:45:00","Crash"
"792",-38.65939,146.6824,"Fatal","01:45:00","Crash"
"793",-37.56458,144.0979,"Serious","03:30:00","Crash"
"794",-36.67892,144.3216,"Fatal","03:00:00","Crash"
"795",-37.55952,143.8552,"No Serious Injury","23:54:00","Crash"
"796",-37.52059,143.843,"No Serious Injury","04:15:00","Crash"
"797",-38.04047,144.4114,"Serious","22:14:00","Crash"
"798",-36.75947,144.2783,"No Serious Injury","23:13:00","Crash"
"799",-38.08561,145.7677,"No Serious Injury","05:50:00","Crash"
"800",-36.26036,146.4165,"No Serious Injury","23:00:00","Crash"
"801",-38.09144,144.3564,"No Serious Injury","22:36:00","Crash"
"802",-37.57601,143.8282,"Fatal","23:07:00","Crash"
"803",-37.02118,144.1952,"Serious","22:30:00","Crash"
"804",-38.38492,142.4858,"No Serious Injury","04:34:00","Crash"
"805",-36.7139,142.1971,"No Serious Injury","22:17:00","Crash"
"806",-36.13382,146.5352,"Serious","05:00:00","Crash"
"807",-38.15724,144.359,"No Serious Injury","23:00:00","Crash"
"808",-38.00205,147.3906,"No Serious Injury","05:00:00","Crash"
"809",-36.78693,144.502,"No Serious Injury","05:15:00","Crash"
"810",-37.51113,145.359,"No Serious Injury","22:20:00","Crash"
"811",-38.39436,146.272,"Serious","05:00:00","Crash"
"812",-35.33926,143.5551,"No Serious Injury","23:30:00","Crash"
"813",-37.44991,143.5174,"Serious","02:55:00","Crash"
"814",-38.07791,144.3658,"Serious","01:16:00","Crash"
"815",-36.96121,144.4911,"Serious","01:00:00","Crash"
"816",-38.12966,144.3418,"Fatal","00:30:00","Crash"
"817",-37.43428,145.0595,"Serious","04:40:00","Crash"
"818",-37.96177,147.0285,"Serious","02:30:00","Crash"
"819",-38.15607,144.3837,"No Serious Injury","03:50:00","Crash"
"820",-38.42023,145.7898,"Serious","04:55:00","Crash"
"821",-38.04818,146.1762,"No Serious Injury","03:30:00","Crash"
"822",-36.69655,144.3227,"No Serious Injury","22:15:00","Crash"
"823",-37.05203,145.0999,"Serious","06:00:00","Crash"
"824",-36.22574,145.1322,"No Serious Injury","04:20:00","Crash"
"825",-34.17828,142.151,"No Serious Injury","23:40:00","Crash"
"826",-37.51935,143.8195,"No Serious Injury","04:55:00","Crash"
"827",-37.63168,144.1823,"Serious","05:20:00","Crash"
"828",-37.81628,147.6478,"Serious","23:00:00","Crash"
"829",-38.07066,144.3749,"Fatal","22:05:00","Crash"
"830",-36.52469,145.3011,"Serious","05:17:00","Crash"
"831",-38.15725,145.9198,"No Serious Injury","04:00:00","Crash"
"832",-38.3282,142.3923,"No Serious Injury","22:00:00","Crash"
"833",-38.60952,145.5898,"No Serious Injury","23:40:00","Crash"
"834",-36.13346,145.2789,"No Serious Injury","04:50:00","Crash"
"835",-37.18924,141.3708,"Serious","03:00:00","Crash"
"836",-36.66903,144.2745,"No Serious Injury","23:10:00","Crash"
"837",-36.74574,146.01,"Serious","02:20:00","Crash"
"838",-37.99004,146.6599,"Serious","22:30:00","Crash"
"839",-34.48318,142.2053,"No Serious Injury","00:01:00","Crash"
"840",-36.7693,144.2862,"No Serious Injury","22:00:00","Crash"
"841",-38.37458,146.2759,"Serious","23:30:00","Crash"
"842",-38.23352,146.3534,"No Serious Injury","01:25:00","Crash"
"843",-36.53429,146.6914,"Serious","03:20:00","Crash"
"844",-36.44012,145.2045,"No Serious Injury","23:30:00","Crash"
"845",-38.19924,146.524,"No Serious Injury","04:35:00","Crash"
"846",-37.52855,143.8704,"No Serious Injury","05:50:00","Crash"
"847",-36.73146,147.1865,"No Serious Injury","02:00:00","Crash"
"848",-37.28684,144.949,"No Serious Injury","03:20:00","Crash"
"849",-38.24865,144.3323,"Serious","23:15:00","Crash"
"850",-38.19423,146.5256,"No Serious Injury","01:40:00","Crash"
"851",-38.44811,143.1294,"Serious","04:40:00","Crash"
"852",-36.79861,144.3557,"Serious","06:00:00","Crash"
"853",-38.15401,144.3759,"Serious","05:10:00","Crash"
"854",-37.34692,144.6622,"Serious","05:00:00","Crash"
"855",-36.49908,145.3886,"Serious","00:10:00","Crash"
"856",-38.14716,144.3609,"No Serious Injury","03:47:00","Crash"
"857",-36.38929,145.3756,"No Serious Injury","00:55:00","Crash"
"858",-36.03801,144.5291,"No Serious Injury","23:00:00","Crash"
"859",-36.12098,146.86,"No Serious Injury","02:05:00","Crash"
"860",-38.52624,145.3699,"No Serious Injury","00:30:00","Crash"
"861",-38.17949,144.3725,"Serious","23:45:00","Crash"
"862",-37.68585,144.4982,"Fatal","22:45:00","Crash"
"863",-36.32503,145.3003,"Fatal","05:15:00","Crash"
"864",-37.41747,144.5984,"Serious","22:20:00","Crash"
"865",-36.66459,144.2169,"Serious","04:20:00","Crash"
"866",-38.28399,146.2022,"No Serious Injury","00:25:00","Crash"
"867",-37.56048,143.8642,"No Serious Injury","23:50:00","Crash"
"868",-36.25097,145.0495,"No Serious Injury","04:30:00","Crash"
"869",-38.19583,146.2867,"No Serious Injury","02:30:00","Crash"
"870",-37.22361,145.14,"No Serious Injury","00:01:00","Crash"
